,ticker,rank,sector_class,industry_rank,exp_growth,period,load_date
0,FOCS,3-Hold,Industry: Financial - Investment Management,Top 17% (44 out of 253),,202012,31/12/2020
0,FND,3-Hold,Industry: Building Products - Wood,Top 8% (20 out of 253),,202012,31/12/2020
0,FNB,1-Strong,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,FMBI,3-Hold,Industry: Banks - Midwest,Top 26% (65 out of 253),,202012,31/12/2020
0,FMBH,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,FMAO,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,FLWS,3-Hold,Industry: Retail - Mail Order,Top 48% (122 out of 253),,202012,31/12/2020
0,FIX,3-Hold,Industry: Building Products - Air Conditioner and Heating,Top 48% (122 out of 253),,202012,31/12/2020
0,FIVE,1-Strong,Industry: Retail - Miscellaneous,Top 18% (45 out of 253),,202012,31/12/2020
0,FIBK,3-Hold,Industry: Banks - Midwest,Top 26% (65 out of 253),,202012,31/12/2020
0,FFWM,3-Hold,Industry: Banks - Southwest,Top 23% (57 out of 253),,202012,31/12/2020
0,FFBC,1-Strong,Industry: Banks - Midwest,Top 26% (65 out of 253),,202012,31/12/2020
0,FDS,2-Buy,Industry: Business - Information Services,Bottom 31% (175 out of 253),,202012,31/12/2020
0,FCCO,3-Hold,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,FBNC,3-Hold,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,FBMS,4-Sell,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,FBK,2-Buy,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,FB,2-Buy,Industry: Internet - Services,Top 46% (116 out of 253),,202012,31/12/2020
0,FAST,2-Buy,Industry: Building Products - Retail,Top 33% (83 out of 253),,202012,31/12/2020
0,EYE,3-Hold,Industry: Medical - Products,Bottom 14% (217 out of 253),,202012,31/12/2020
0,EXPI,2-Buy,Industry: Real Estate - Operations,Top 37% (93 out of 253),,202012,31/12/2020
0,EXPD,3-Hold,Industry: Transportation - Services,Top 40% (102 out of 253),,202012,31/12/2020
0,EXEL,4-Sell,Industry: Medical - Biomedical and Genetics,Bottom 17% (209 out of 253),,202012,31/12/2020
0,EW,4-Sell,Industry: Medical - Instruments,Bottom 32% (171 out of 253),,202012,31/12/2020
0,EVRG,3-Hold,Industry: Alternative Energy - Other,Bottom 15% (214 out of 253),,202012,31/12/2020
0,EVBN,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,ESQ,4-Sell,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,ESNT,2-Buy,Industry: Financial - Mortgage & Related Services,Top 30% (75 out of 253),,202012,31/12/2020
0,ESEA,3-Hold,Industry: Transportation - Shipping,Bottom 25% (190 out of 253),,202012,31/12/2020
0,ERIE,3-Hold,Industry: Insurance - Brokerage,Top 48% (122 out of 253),,202012,31/12/2020
0,EQIX,3-Hold,Industry: REIT and Equity Trust - Retail,Bottom 11% (226 out of 253),,202012,31/12/2020
0,EPRT,3-Hold,Industry: Real Estate - Operations,Top 37% (93 out of 253),,202012,31/12/2020
0,EPAM,3-Hold,Industry: Computers - IT Services,Bottom 14% (217 out of 253),,202012,31/12/2020
0,ENVA,2-Buy,Industry: Financial - Consumer Loans,Top 35% (88 out of 253),,202012,31/12/2020
0,ENTG,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 22% (55 out of 253),,202012,31/12/2020
0,ELMD,3-Hold,Industry: Medical - Instruments,Bottom 32% (171 out of 253),,202012,31/12/2020
0,EFSC,5-Strong,Industry: Banks - Midwest,Top 26% (65 out of 253),,202012,31/12/2020
0,EEFT,1-Strong,Industry: Financial - Miscellaneous Services,Bottom 33% (170 out of 253),,202012,31/12/2020
0,EDU,3-Hold,Industry: Schools,Top 48% (122 out of 253),,202012,31/12/2020
0,DSGX,2-Buy,Industry: Computer - Software,Top 48% (122 out of 253),,202012,31/12/2020
0,DQ,1-Strong,Industry: Chemical - Specialty,Top 45% (113 out of 253),,202012,31/12/2020
0,DOC,4-Sell,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,DLTH,3-Hold,Industry: Textile - Apparel,Top 48% (122 out of 253),,202012,31/12/2020
0,DLR,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,DLHC,4-Sell,Industry: Staffing Firms,Top 42% (107 out of 253),,202012,31/12/2020
0,DHI,1-Strong,Industry: Building Products - Home Builders,Top 10% (26 out of 253),,202012,31/12/2020
0,DEA,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,DAVA,3-Hold,Industry: Computers - IT Services,Bottom 14% (217 out of 253),,202012,31/12/2020
0,CVCO,3-Hold,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (4 out of 253),,202012,31/12/2020
0,CVBF,2-Buy,Industry: Banks - West,Bottom 28% (182 out of 253),,202012,31/12/2020
0,CUZ,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,CTRE,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,CTAS,3-Hold,Industry: Uniform and Related,Top 48% (122 out of 253),,202012,31/12/2020
0,CSL,3-Hold,Industry: Diversified Operations,Top 37% (93 out of 253),,202012,31/12/2020
0,CSGP,5-Strong,Industry: Computers - IT Services,Bottom 14% (217 out of 253),,202012,31/12/2020
0,CRM,3-Hold,Industry: Computer - Software,Top 48% (122 out of 253),,202012,31/12/2020
0,CPRT,2-Buy,Industry: Auction and Valuation Services,Top 8% (20 out of 253),,202012,31/12/2020
0,CPB,3-Hold,Industry: Food - Miscellaneous,Bottom 27% (185 out of 253),,202012,31/12/2020
0,CP,3-Hold,Industry: Transportation - Rail,Top 42% (107 out of 253),,202012,31/12/2020
0,COST,3-Hold,Industry: Retail - Discount Stores,Top 7% (18 out of 253),,202012,31/12/2020
0,COOP,3-Hold,Industry: Financial - Consumer Loans,Top 35% (88 out of 253),,202012,31/12/2020
0,COLB,3-Hold,Industry: Banks - West,Bottom 28% (182 out of 253),,202012,31/12/2020
0,CNOB,2-Buy,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CNF,3-Hold,Industry: Financial - Mortgage & Related Services,Top 30% (75 out of 253),,202012,31/12/2020
0,CMI,2-Buy,Industry: Automotive - Internal Combustion Engines,Top 15% (37 out of 253),,202012,31/12/2020
0,CMCSA,3-Hold,Industry: Cable Television,Top 45% (113 out of 253),,202012,31/12/2020
0,CLX,3-Hold,Industry: Soap and Cleaning Materials,Top 40% (102 out of 253),,202012,31/12/2020
0,CIVB,3-Hold,Industry: Banks - Midwest,Top 26% (65 out of 253),,202012,31/12/2020
0,CIGI,3-Hold,Industry: Real Estate - Operations,Top 37% (93 out of 253),,202012,31/12/2020
0,CIEN,4-Sell,Industry: Fiber Optics,Bottom 2% (248 out of 253),,202012,31/12/2020
0,CI,3-Hold,Industry: Insurance - Multi line,Bottom 23% (194 out of 253),,202012,31/12/2020
0,CHE,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 19% (205 out of 253),,202012,31/12/2020
0,CHCT,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,CHCO,3-Hold,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,CGNX,3-Hold,Industry: Electronics - Testing Equipment,Bottom 13% (221 out of 253),,202012,31/12/2020
0,CFBK,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CEPU,3-Hold,Industry: Alternative Energy - Other,Bottom 15% (214 out of 253),,202012,31/12/2020
0,CENTA,3-Hold,Industry: Consumer Products - Discretionary,Bottom 25% (190 out of 253),,202012,31/12/2020
0,CENT,3-Hold,Industry: Consumer Products - Discretionary,Bottom 25% (190 out of 253),,202012,31/12/2020
0,CDNS,3-Hold,Industry: Computer - Software,Top 48% (122 out of 253),,202012,31/12/2020
0,CCS,3-Hold,Industry: Building Products - Home Builders,Top 10% (26 out of 253),,202012,31/12/2020
0,CCOI,3-Hold,Industry: Wireless National,Top 48% (122 out of 253),,202012,31/12/2020
0,CCNE,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CCMP,4-Sell,Industry: Electronics - Miscellaneous Products,Top 34% (85 out of 253),,202012,31/12/2020
0,CBU,2-Buy,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CBRE,3-Hold,Industry: Real Estate - Operations,Top 37% (93 out of 253),,202012,31/12/2020
0,CBPO,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 17% (209 out of 253),,202012,31/12/2020
0,CBOE,3-Hold,Industry: Securities and Exchanges,Top 14% (35 out of 253),,202012,31/12/2020
0,CBNK,2-Buy,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CATC,4-Sell,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,CASH,3-Hold,Industry: Financial - Savings and Loan,Top 29% (74 out of 253),,202012,31/12/2020
0,CAMT,3-Hold,Industry: Electronics - Measuring Instruments,Top 38% (97 out of 253),,202012,31/12/2020
0,CAG,3-Hold,Industry: Food - Miscellaneous,Bottom 27% (185 out of 253),,202012,31/12/2020
0,CACC,3-Hold,Industry: Financial - Consumer Loans,Top 35% (88 out of 253),,202012,31/12/2020
0,CABO,3-Hold,Industry: Cable Television,Top 45% (113 out of 253),,202012,31/12/2020
0,BZUN,4-Sell,Industry: Computers - IT Services,Bottom 14% (217 out of 253),,202012,31/12/2020
0,BX,1-Strong,Industry: Financial - Investment Management,Top 17% (44 out of 253),,202012,31/12/2020
0,BWB,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,BTI,3-Hold,Industry: Tobacco,Bottom 25% (190 out of 253),,202012,31/12/2020
0,BSRR,2-Buy,Industry: Banks - West,Bottom 28% (182 out of 253),,202012,31/12/2020
0,BRO,3-Hold,Industry: Insurance - Brokerage,Top 48% (122 out of 253),,202012,31/12/2020
0,BRKR,3-Hold,Industry: Instruments - Scientific,Top 23% (58 out of 253),,202012,31/12/2020
0,BPMP,3-Hold,Industry: Oil and Gas - Production Pipeline - MLB,Bottom 7% (235 out of 253),,202012,31/12/2020
0,BPMC,1-Strong,Industry: Medical - Biomedical and Genetics,Bottom 17% (209 out of 253),,202012,31/12/2020
0,BOCH,5-Strong,Industry: Banks - West,Bottom 28% (182 out of 253),,202012,31/12/2020
0,BMTC,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,BLFS,3-Hold,Industry: Medical - Products,Bottom 14% (217 out of 253),,202012,31/12/2020
0,BGSF,3-Hold,Industry: Staffing Firms,Top 42% (107 out of 253),,202012,31/12/2020
0,BFST,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,BERY,3-Hold,Industry: Containers - Paper and Packaging,Top 35% (88 out of 253),,202012,31/12/2020
0,BDX,3-Hold,Industry: Medical - Dental Supplies,Top 47% (118 out of 253),,202012,31/12/2020
0,BCBP,1-Strong,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,BANF,3-Hold,Industry: Banks - Southwest,Top 23% (57 out of 253),,202012,31/12/2020
0,BAH,2-Buy,Industry: Government Services,Bottom 9% (229 out of 253),,202012,31/12/2020
0,BABA,3-Hold,Industry: Internet - Commerce,Bottom 10% (228 out of 253),,202012,31/12/2020
0,AVGO,2-Buy,Industry: Electronics - Semiconductors,Top 42% (107 out of 253),,202012,31/12/2020
0,AVAV,4-Sell,Industry: Aerospace - Defense Equipment,Bottom 22% (197 out of 253),,202012,31/12/2020
0,AUB,1-Strong,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,ATUS,3-Hold,Industry: Communication - Components,Top 34% (85 out of 253),,202012,31/12/2020
0,ATHM,3-Hold,Industry: Internet - Services,Top 46% (116 out of 253),,202012,31/12/2020
0,ATH,3-Hold,Industry: Insurance - Life Insurance,Bottom 11% (226 out of 253),,202012,31/12/2020
0,ASML,2-Buy,Industry: Semiconductor Equipment - Wafer Fabrication,Top 15% (37 out of 253),,202012,31/12/2020
0,ASGN,2-Buy,Industry: Computers - IT Services,Bottom 14% (217 out of 253),,202012,31/12/2020
0,ARI,3-Hold,Industry: REIT and Equity Trust,Bottom 22% (197 out of 253),,202012,31/12/2020
0,ARES,3-Hold,Industry: Financial - Investment Management,Top 17% (44 out of 253),,202012,31/12/2020
0,ANSS,3-Hold,Industry: Computer - Software,Top 48% (122 out of 253),,202012,31/12/2020
0,ANET,2-Buy,Industry: Communication - Components,Top 34% (85 out of 253),,202012,31/12/2020
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 10% (228 out of 253),,202012,31/12/2020
0,AMWD,2-Buy,Industry: Furniture,Top 3% (7 out of 253),,202012,31/12/2020
0,AMRC,2-Buy,Industry: Alternative Energy - Other,Bottom 15% (214 out of 253),,202012,31/12/2020
0,AMOT,3-Hold,Industry: Instruments - Control,Top 40% (102 out of 253),,202012,31/12/2020
0,AMNB,2-Buy,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,AMEH,3-Hold,Industry: Medical Services,Bottom 28% (182 out of 253),,202012,31/12/2020
0,AMED,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 19% (205 out of 253),,202012,31/12/2020
0,AMAL,3-Hold,Industry: Banks - Northeast,Top 26% (67 out of 253),,202012,31/12/2020
0,ALTA,4-Sell,Industry: Banks - West,Bottom 28% (182 out of 253),,202012,31/12/2020
0,ALRM,3-Hold,Industry: Security and Safety Services,Top 32% (82 out of 253),,202012,31/12/2020
0,ALGN,3-Hold,Industry: Medical - Dental Supplies,Top 47% (118 out of 253),,202012,31/12/2020
0,ALB,2-Buy,Industry: Chemical - Diversified ,Top 19% (48 out of 253),,202012,31/12/2020
0,AL,3-Hold,Industry: Transportation - Equipment and Leasing,Top 48% (122 out of 253),,202012,31/12/2020
0,AEL,4-Sell,Industry: Insurance - Life Insurance,Bottom 11% (226 out of 253),,202012,31/12/2020
0,ADBE,3-Hold,Industry: Computer - Software,Top 48% (122 out of 253),,202012,31/12/2020
0,ACN,3-Hold,Industry: Consulting Services,Top 20% (50 out of 253),,202012,31/12/2020
0,ACLS,4-Sell,Industry: Electronics - Manufacturing Machinery,Top 22% (55 out of 253),,202012,31/12/2020
0,ACGL,3-Hold,Industry: Insurance - Property and Casualty,Bottom 12% (223 out of 253),,202012,31/12/2020
0,ABTX,1-Strong,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,ABT,3-Hold,Industry: Medical - Products,Bottom 14% (217 out of 253),,202012,31/12/2020
0,ABR,2-Buy,Industry: REIT and Equity Trust - Other,Bottom 13% (219 out of 253),,202012,31/12/2020
0,ABMD,3-Hold,Industry: Medical - Instruments,Bottom 32% (171 out of 253),,202012,31/12/2020
0,ABCB,1-Strong,Industry: Banks - Southeast,Top 14% (36 out of 253),,202012,31/12/2020
0,ZTS,4-Sell,Industry: Medical - Drugs,Bottom 22% (197 out of 253),,202101,31/01/2021
0,ZBRA,3-Hold,Industry: Manufacturing - Thermal Products,Bottom 2% (248 out of 253),,202101,31/01/2021
0,YY,3-Hold,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,YNDX,4-Sell,Industry: Internet - Content,Bottom 48% (132 out of 253),,202101,31/01/2021
0,XPEL,3-Hold,Industry: Automotive - Original Equipment,Top 35% (88 out of 253),,202101,31/01/2021
0,WST,3-Hold,Industry: Medical - Dental Supplies,Top 35% (88 out of 253),,202101,31/01/2021
0,WSFS,1-Strong,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,WSBC,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,WLK,3-Hold,Industry: Chemical - Plastic,Top 7% (18 out of 253),,202101,31/01/2021
0,WIRE,3-Hold,Industry: Wire and Cable Products,Top 15% (38 out of 253),,202101,31/01/2021
0,WING,3-Hold,Industry: Retail - Restaurants,Bottom 6% (239 out of 253),,202101,31/01/2021
0,VRTX,2-Buy,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,VLY,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,VICR,3-Hold,Industry: Electronics - Miscellaneous Components,Top 21% (53 out of 253),,202101,31/01/2021
0,VEEV,3-Hold,Industry: Internet - Software,Bottom 25% (189 out of 253),,202101,31/01/2021
0,UVSP,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ULTA,3-Hold,Industry: Retail - Miscellaneous,Top 26% (66 out of 253),,202101,31/01/2021
0,UFPT,3-Hold,Industry: Containers - Paper and Packaging,Top 33% (84 out of 253),,202101,31/01/2021
0,UFPI,2-Buy,Industry: Building Products - Wood,Top 8% (19 out of 253),,202101,31/01/2021
0,UCTT,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 14% (35 out of 253),,202101,31/01/2021
0,UCBI,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,TYL,3-Hold,Industry: Business - Software Services,Bottom 28% (183 out of 253),,202101,31/01/2021
0,TXRH,3-Hold,Industry: Retail - Restaurants,Bottom 6% (239 out of 253),,202101,31/01/2021
0,TW,2-Buy,Industry: Financial - Investment Bank,Top 6% (16 out of 253),,202101,31/01/2021
0,TTWO,2-Buy,Industry: Toys - Games - Hobbies,Top 27% (69 out of 253),,202101,31/01/2021
0,TTD,3-Hold,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,TTC,3-Hold,Industry: Tools - Handheld,Top 2% (5 out of 253),,202101,31/01/2021
0,TSM,2-Buy,Industry: Semiconductor - Circuit Foundry,Top 2% (5 out of 253),,202101,31/01/2021
0,TSC,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,TROW,1-Strong,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,TMO,3-Hold,Industry: Medical - Instruments,Bottom 30% (176 out of 253),,202101,31/01/2021
0,TDG,2-Buy,Industry: Aerospace - Defense Equipment,Top 43% (108 out of 253),,202101,31/01/2021
0,TCFC,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,TCBK,1-Strong,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,TBK,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,TBBK,4-Sell,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,SYNH,3-Hold,Industry: Medical Info Systems,Bottom 15% (216 out of 253),,202101,31/01/2021
0,SYK,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,SWKH,2-Buy,Industry: Financial - Miscellaneous Services,Bottom 29% (179 out of 253),,202101,31/01/2021
0,SUPN,3-Hold,Industry: Medical - Generic Drugs,Bottom 16% (212 out of 253),,202101,31/01/2021
0,STRA,3-Hold,Industry: Schools,Bottom 30% (176 out of 253),,202101,31/01/2021
0,STMP,3-Hold,Industry: Internet - Commerce,Bottom 21% (199 out of 253),,202101,31/01/2021
0,SSNC,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,SSB,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SPSC,2-Buy,Industry: Business - Services,Bottom 31% (174 out of 253),,202101,31/01/2021
0,SONA,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SNV,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SNPS,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,SMMF,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SMG,3-Hold,Industry: Fertilizers,Bottom 48% (132 out of 253),,202101,31/01/2021
0,SMBC,2-Buy,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,SLP,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,SLCT,4-Sell,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,SIVB,1-Strong,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,SIRI,3-Hold,Industry: Broadcast Radio and Television,Top 49% (124 out of 253),,202101,31/01/2021
0,SHW,3-Hold,Industry: Paints and Related Products,Top 22% (56 out of 253),,202101,31/01/2021
0,SGEN,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,SFST,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SFNC,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SFBS,1-Strong,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,SEDG,2-Buy,Industry: Solar,Top 30% (77 out of 253),,202101,31/01/2021
0,SBRA,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 10% (228 out of 253),,202101,31/01/2021
0,SBNY,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,SBCF,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,SASR,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,RP,4-Sell,Industry: Business - Software Services,Bottom 28% (183 out of 253),,202101,31/01/2021
0,ROP,3-Hold,Industry: Manufacturing - General Industrial ,Top 27% (69 out of 253),,202101,31/01/2021
0,ROLL,3-Hold,Industry: Manufacturing - General Industrial ,Top 27% (69 out of 253),,202101,31/01/2021
0,ROCK,2-Buy,Industry: Building Products - Miscellaneous,Top 38% (95 out of 253),,202101,31/01/2021
0,ROAD,1-Strong,Industry: Building Products - Miscellaneous,Top 38% (95 out of 253),,202101,31/01/2021
0,RNST,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,RMD,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,RGEN,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,REG,5-Strong,Industry: REIT and Equity Trust - Retail,Bottom 11% (224 out of 253),,202101,31/01/2021
0,RACE,2-Buy,Industry: Automotive - Original Equipment,Top 35% (88 out of 253),,202101,31/01/2021
0,QLYS,3-Hold,Industry: Security,Bottom 8% (232 out of 253),,202101,31/01/2021
0,QIWI,5-Strong,Industry: Financial Transaction Services,Bottom 48% (132 out of 253),,202101,31/01/2021
0,QCRH,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,PVBC,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,PRPL,3-Hold,Industry: Consumer Products - Staples,Bottom 48% (132 out of 253),,202101,31/01/2021
0,PRAH,5-Strong,Industry: Medical Services,Top 49% (124 out of 253),,202101,31/01/2021
0,PPBI,1-Strong,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,POWI,3-Hold,Industry: Semiconductors - Power,Bottom 48% (132 out of 253),,202101,31/01/2021
0,POOL,3-Hold,Industry: Leisure and Recreation Products,Top 13% (32 out of 253),,202101,31/01/2021
0,PODD,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,PNFP,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,PLMR,5-Strong,Industry: Insurance - Property and Casualty,Bottom 23% (195 out of 253),,202101,31/01/2021
0,PLAB,4-Sell,Industry: Semiconductor Equipment - Photomasks,Bottom 5% (240 out of 253),,202101,31/01/2021
0,PHM,2-Buy,Industry: Building Products - Home Builders,Top 9% (23 out of 253),,202101,31/01/2021
0,PGR,3-Hold,Industry: Insurance - Property and Casualty,Bottom 23% (195 out of 253),,202101,31/01/2021
0,PGC,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,PFBC,2-Buy,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,PCTY,2-Buy,Industry: Internet - Software,Bottom 25% (189 out of 253),,202101,31/01/2021
0,PCH,1-Strong,Industry: Building Products - Wood,Top 8% (19 out of 253),,202101,31/01/2021
0,PBCT,2-Buy,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,PAYX,3-Hold,Industry: Outsourcing,Top 21% (53 out of 253),,202101,31/01/2021
0,PAYC,3-Hold,Industry: Internet - Software,Bottom 25% (189 out of 253),,202101,31/01/2021
0,PATK,2-Buy,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (5 out of 253),,202101,31/01/2021
0,PAAS,4-Sell,Industry: Mining - Silver,Bottom 1% (252 out of 253),,202101,31/01/2021
0,OZK,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,OSBC,1-Strong,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,ORRF,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ONEW,2-Buy,Industry: Leisure and Recreation Products,Top 13% (32 out of 253),,202101,31/01/2021
0,OMAB,1-Strong,Industry: Transportation - Services,Top 41% (103 out of 253),,202101,31/01/2021
0,OLLI,4-Sell,Industry: Consumer Products - Staples,Bottom 48% (132 out of 253),,202101,31/01/2021
0,OLED,3-Hold,Industry: Electronics - Miscellaneous Components,Top 21% (53 out of 253),,202101,31/01/2021
0,OCFC,3-Hold,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,O,3-Hold,Industry: REIT and Equity Trust - Retail,Bottom 11% (224 out of 253),,202101,31/01/2021
0,NXST,2-Buy,Industry: Broadcast Radio and Television,Top 49% (124 out of 253),,202101,31/01/2021
0,NVR,3-Hold,Industry: Building Products - Home Builders,Top 9% (23 out of 253),,202101,31/01/2021
0,NVEE,2-Buy,Industry: Consulting Services,Top 47% (118 out of 253),,202101,31/01/2021
0,NVDA,3-Hold,Industry: Semiconductor - General,Top 38% (95 out of 253),,202101,31/01/2021
0,NTES,3-Hold,Industry: Internet - Software and Services,Bottom 19% (204 out of 253),,202101,31/01/2021
0,NSSC,3-Hold,Industry: Security and Safety Services,Top 36% (91 out of 253),,202101,31/01/2021
0,NOC,4-Sell,Industry: Aerospace - Defense,Bottom 15% (216 out of 253),,202101,31/01/2021
0,NICE,3-Hold,Industry: Internet - Software,Bottom 25% (189 out of 253),,202101,31/01/2021
0,NFLX,2-Buy,Industry: Broadcast Radio and Television,Top 49% (124 out of 253),,202101,31/01/2021
0,NEWT,3-Hold,Industry: Financial - SBIC & Commercial Industry,Top 50% (127 out of 253),,202101,31/01/2021
0,NEOG,5-Strong,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,NEM,4-Sell,Industry: Mining - Miscellaneous,Bottom 30% (176 out of 253),,202101,31/01/2021
0,NCBS,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
